epoch,loss
1,1.1210310459136963
2,1.1608136892318726
3,1.0337660312652588
4,1.2497754096984863
5,1.16786789894104
6,1.0011463165283203
7,0.9452349543571472
8,0.9539984464645386
9,0.9482318162918091
10,0.9466084837913513
11,0.9438833594322205
12,0.934527575969696
13,0.940800666809082
14,0.9482516050338745
15,0.9435713291168213
16,0.9483038783073425
17,0.9412121772766113
18,0.927706241607666
19,0.9362738132476807
20,0.9462385177612305
21,0.9409605264663696
22,0.9452090263366699
23,0.938438892364502
24,0.9409496188163757
25,0.9438824653625488
26,0.9382888674736023
27,0.9363976716995239
28,0.9428050518035889
29,0.9419800639152527
30,0.9340629577636719
31,0.935820996761322
32,0.9356951117515564
33,0.9401814937591553
34,0.9462140798568726
35,0.9492270350456238
36,0.9433315992355347
37,0.9349581599235535
38,0.9452468156814575
39,0.941411018371582
40,0.9388875365257263
41,0.944603443145752
42,0.9401447772979736
43,0.9377894401550293
44,0.9357315897941589
45,0.93504798412323
46,0.9493820667266846
47,0.9350914359092712
48,0.9440576434135437
49,0.9418889880180359
50,0.9343940615653992
51,0.935871958732605
52,0.9358054995536804
53,0.9421004056930542
54,0.9426237940788269
55,0.9291786551475525
56,0.9304828643798828
57,0.937750518321991
58,0.9325993061065674
59,0.9316179752349854
60,0.9334504008293152
61,0.9562823176383972
62,0.9673406481742859
63,0.9847235083580017
64,0.9504284262657166
65,0.9526852369308472
66,0.9516271352767944
67,0.9445621967315674
68,0.9350583553314209
69,0.9415120482444763
70,0.9466692209243774
71,0.9440464973449707
72,0.9387545585632324
73,0.9395169019699097
74,0.9415998458862305
75,0.9323541522026062
76,0.9318618774414062
77,0.9365960955619812
78,0.9327306747436523
79,0.9407250285148621
80,0.9352816939353943
81,0.943149745464325
82,0.9435768127441406
83,0.9309141039848328
84,0.9359883069992065
85,0.9328869581222534
86,0.9461702108383179
87,0.9338099956512451
88,0.9294573664665222
89,0.9367196559906006
90,0.941241443157196
91,0.9353806376457214
92,0.9380514025688171
93,0.9358628988265991
94,0.9334497451782227
95,0.9315180778503418
96,0.9333512187004089
97,0.9349430799484253
98,0.9341749548912048
99,0.9421002268791199
100,0.9299418926239014
101,0.932402491569519
102,0.9281740188598633
103,0.9276229739189148
104,0.939480185508728
105,0.9674844741821289
106,0.9594404101371765
107,0.9499604105949402
108,0.9443514347076416
109,0.9391912221908569
110,0.9392549395561218
111,0.9412209391593933
112,0.9374796152114868
113,0.9406498670578003
114,0.9426178336143494
115,0.9449218511581421
116,0.9421431422233582
117,0.9363162517547607
118,0.941851794719696
119,0.945389449596405
120,0.9381312131881714
121,0.9440668821334839
122,0.9329292178153992
123,0.9335803985595703
124,0.9395358562469482
125,0.953462541103363
126,0.9509703516960144
127,0.9437110424041748
128,0.9407047629356384
129,0.9362730383872986
130,0.9408749341964722
131,0.9421191215515137
132,0.9331173896789551
133,0.9358982443809509
134,0.9354116320610046
135,0.9444937705993652
136,0.9424232244491577
137,0.9308392405509949
138,0.9360267519950867
139,0.9459073543548584
140,0.9533430933952332
141,0.9479774832725525
142,0.9408836364746094
143,0.9326080679893494
144,0.9414998292922974
145,0.9344645738601685
146,0.9379433393478394
147,0.9410010576248169
148,0.9369306564331055
149,0.9379898905754089
150,0.9346382021903992
151,0.941412627696991
152,0.9353469610214233
153,0.9413694739341736
154,0.9444355368614197
155,0.9421932697296143
156,0.9347922801971436
157,0.9327040910720825
158,0.9351037740707397
159,0.9375734329223633
160,0.9320849180221558
161,0.9321205615997314
162,0.9654895067214966
163,0.9426082372665405
164,0.943513035774231
165,0.9381046295166016
166,0.94639652967453
167,0.9351181983947754
168,0.9421724081039429
169,0.9414336085319519
170,0.9407550692558289
171,0.9491552114486694
172,0.9431238174438477
173,0.9353628158569336
174,0.9450724124908447
175,0.932880163192749
176,0.9366447329521179
177,0.9304070472717285
178,0.9410868883132935
179,0.9370338916778564
180,0.9550274610519409
181,0.9485311508178711
182,0.9437236785888672
183,0.9401311874389648
184,0.9438920021057129
185,0.9386419057846069
186,0.9379467964172363
187,0.927998423576355
188,0.9352110624313354
189,0.9727043509483337
190,0.9485036134719849
191,0.9433493614196777
192,0.944187581539154
193,0.9470581412315369
194,0.938572108745575
195,0.9454841017723083
196,0.942603588104248
197,0.9402602910995483
198,0.9397109746932983
199,0.9361505508422852
200,0.9400309920310974
