epoch,loss
1,2.6060452461242676
2,2.790367603302002
3,2.5673162937164307
4,2.579359769821167
5,2.565676212310791
6,2.547593116760254
7,2.523077964782715
8,2.544933319091797
9,2.5110695362091064
10,2.489795446395874
11,2.4702415466308594
12,2.459918975830078
13,2.4439103603363037
14,2.4257798194885254
15,2.4186747074127197
16,2.4045932292938232
17,2.399014472961426
18,2.3740293979644775
19,2.3643035888671875
20,2.3630001544952393
21,2.347736120223999
22,2.353487730026245
23,2.34149169921875
24,2.342567205429077
25,2.3189587593078613
26,2.324443817138672
27,2.3308908939361572
28,2.2996582984924316
29,2.3004984855651855
30,2.3030450344085693
31,2.289593458175659
32,2.2773780822753906
33,2.277212381362915
34,2.2754266262054443
35,2.2561168670654297
36,2.240994930267334
37,2.258650064468384
38,2.2469117641448975
39,2.2419207096099854
40,2.2449324131011963
41,2.2080225944519043
42,2.2288525104522705
43,2.2081239223480225
44,2.212700366973877
45,2.205080032348633
46,2.2061712741851807
47,2.196614980697632
48,2.1886508464813232
49,2.1822333335876465
50,2.2041406631469727
51,2.1726391315460205
52,2.17405104637146
53,2.171264886856079
54,2.155846118927002
55,2.1753532886505127
56,2.151139736175537
57,2.1558587551116943
58,2.15630841255188
59,2.1379663944244385
60,2.141061782836914
61,2.1185142993927
62,2.1354610919952393
63,2.1221704483032227
64,2.1138498783111572
65,2.1278891563415527
66,2.109076738357544
67,2.1055331230163574
68,2.0973875522613525
69,2.0967092514038086
70,2.100405216217041
71,2.081296443939209
72,2.092583179473877
73,2.091569185256958
74,2.1023764610290527
75,2.086991310119629
76,2.084381341934204
77,2.092806816101074
78,2.09159255027771
79,2.0636563301086426
80,2.061234951019287
81,2.055126905441284
82,2.054046154022217
83,2.060142755508423
84,2.0277631282806396
85,2.046665668487549
86,2.0366296768188477
87,2.023603916168213
88,2.0570802688598633
89,2.0210189819335938
90,2.0154659748077393
91,2.049177885055542
92,2.0263049602508545
93,2.032989263534546
94,2.027697801589966
95,2.0269179344177246
96,2.0256073474884033
97,2.0216383934020996
98,2.0100138187408447
99,2.0032854080200195
100,2.0027217864990234
101,1.9928803443908691
102,2.0036768913269043
103,1.9985809326171875
104,1.9918980598449707
105,1.9801995754241943
106,1.9933898448944092
107,1.978399634361267
108,1.9779508113861084
109,1.9861199855804443
110,1.9717047214508057
111,1.9792025089263916
112,1.9791215658187866
113,1.9624536037445068
114,1.9817312955856323
115,1.9658962488174438
116,1.9718778133392334
117,1.9488766193389893
118,1.9538227319717407
119,1.9389231204986572
120,1.9478354454040527
121,1.9519811868667603
122,1.9529696702957153
123,1.9604215621948242
124,1.9446600675582886
125,1.9710211753845215
126,1.9486967325210571
127,1.9263705015182495
128,1.9482431411743164
129,1.947884440422058
130,1.9560691118240356
131,1.9236971139907837
132,1.9458750486373901
133,1.9368582963943481
134,1.92720365524292
135,1.9359688758850098
136,1.9344810247421265
137,1.911929965019226
138,1.9794642925262451
139,2.0224106311798096
140,2.0284676551818848
141,2.0731544494628906
142,2.057314395904541
143,2.053576946258545
144,2.063608407974243
145,2.028146505355835
146,2.0143730640411377
147,2.023207426071167
148,2.0201385021209717
149,2.0067505836486816
150,1.9977012872695923
151,2.0037524700164795
152,1.993377685546875
153,1.9928913116455078
154,1.9670263528823853
155,1.9768702983856201
156,1.9674456119537354
157,1.9737812280654907
158,1.9598280191421509
159,1.950683832168579
160,1.9373667240142822
161,1.9553014039993286
162,1.9477723836898804
163,1.9508062601089478
164,1.9401438236236572
165,1.939751148223877
166,1.9299336671829224
167,1.948020100593567
168,1.9394505023956299
169,1.918406367301941
170,1.9167147874832153
171,1.929787278175354
172,1.9199196100234985
173,1.9141862392425537
174,1.9348939657211304
175,1.9149318933486938
176,1.9100568294525146
177,1.902004599571228
178,1.9246275424957275
179,1.9014326333999634
180,1.9245301485061646
181,1.8951154947280884
182,1.9181969165802002
183,1.8963576555252075
184,1.9130222797393799
185,1.897493600845337
186,1.8885347843170166
187,1.9036529064178467
188,1.8943357467651367
189,1.8810955286026
190,1.8957278728485107
191,1.8803406953811646
192,1.8773199319839478
193,1.8772999048233032
194,1.8621234893798828
195,1.8855708837509155
196,1.8753058910369873
197,1.8675153255462646
198,1.8705742359161377
199,1.8634834289550781
200,1.8562266826629639
