epoch,loss
1,1.8679478168487549
2,3.779897689819336
3,1.872912049293518
4,1.8686127662658691
5,1.8673393726348877
6,1.866383671760559
7,1.8646059036254883
8,1.8645720481872559
9,1.8691730499267578
10,1.863412857055664
11,1.8623093366622925
12,1.8619717359542847
13,1.863411784172058
14,1.8613287210464478
15,1.8569278717041016
16,1.8555320501327515
17,1.8541629314422607
18,1.8544211387634277
19,1.8591190576553345
20,1.855069637298584
21,1.849924921989441
22,1.8574881553649902
23,1.8503777980804443
24,1.8465971946716309
25,1.84488844871521
26,1.8360861539840698
27,1.8377102613449097
28,1.8486430644989014
29,1.833817958831787
30,1.8430798053741455
31,1.838922142982483
32,1.8327645063400269
33,1.820245385169983
34,1.8309741020202637
35,1.82281494140625
36,1.8259296417236328
37,1.8212740421295166
38,1.813377857208252
39,1.81821608543396
40,1.8041247129440308
41,1.803621530532837
42,1.804990291595459
43,1.7879745960235596
44,1.794313669204712
45,1.7937231063842773
46,1.7905491590499878
47,1.8007322549819946
48,1.7614383697509766
49,1.7733497619628906
50,1.7723355293273926
51,1.8055096864700317
52,1.7916088104248047
53,1.8229612112045288
54,1.8052176237106323
55,1.8271589279174805
56,1.8265314102172852
57,1.8081061840057373
58,1.7945510149002075
59,1.7663031816482544
60,1.8021550178527832
61,1.7302109003067017
62,1.7620632648468018
63,1.7717515230178833
64,1.7390718460083008
65,1.7337098121643066
66,1.7429742813110352
67,1.735850214958191
68,1.7183457612991333
69,1.700016975402832
70,1.6979578733444214
71,1.7200208902359009
72,1.6794438362121582
73,1.7007346153259277
74,1.7252728939056396
75,1.691142201423645
76,1.6984543800354004
77,1.6979013681411743
78,1.6331783533096313
79,1.6604528427124023
80,1.6433545351028442
81,1.674869418144226
82,1.660874605178833
83,1.6304634809494019
84,1.6467878818511963
85,1.6634399890899658
86,1.6326494216918945
87,1.6454099416732788
88,1.6188690662384033
89,1.6295244693756104
90,1.6170916557312012
91,1.6493629217147827
92,1.6311016082763672
93,1.6202398538589478
94,1.6293879747390747
95,1.6050528287887573
96,1.6139953136444092
97,1.5907856225967407
98,1.6035717725753784
99,1.5829113721847534
100,1.5875688791275024
101,1.5876048803329468
102,1.567725419998169
103,1.582642674446106
104,1.5940117835998535
105,1.569817304611206
106,1.5528709888458252
107,1.5655072927474976
108,1.573490023612976
109,1.5594117641448975
110,1.5346150398254395
111,1.5547376871109009
112,1.5357558727264404
113,1.5313407182693481
114,1.5110504627227783
115,1.5354570150375366
116,1.5393518209457397
117,1.5393869876861572
118,1.5430501699447632
119,1.5487654209136963
120,1.5243356227874756
