epoch,loss
1,4.615279197692871
2,4.608858585357666
3,4.592249393463135
4,4.585547924041748
5,4.589338779449463
6,4.579836368560791
7,4.58328104019165
8,4.578164100646973
9,4.574679374694824
10,4.576905727386475
11,4.575772285461426
12,4.573581218719482
13,4.575310707092285
14,4.577034950256348
15,4.5701775550842285
16,4.570874214172363
17,4.57006311416626
18,4.571051597595215
19,4.572910308837891
20,4.571670055389404
21,4.565188884735107
22,4.56427001953125
23,4.569342613220215
24,4.563863277435303
25,4.5699968338012695
26,4.566093921661377
27,4.56439733505249
28,4.558350086212158
29,4.559939384460449
30,4.555899143218994
31,4.561218738555908
32,4.557031631469727
33,4.555517673492432
34,4.553615093231201
35,4.55313777923584
36,4.555081844329834
37,4.550663948059082
38,4.555256366729736
39,4.5499491691589355
40,4.547755241394043
41,4.54677677154541
42,4.5496110916137695
43,4.556362152099609
44,4.554234027862549
45,4.543237209320068
46,4.550915718078613
47,4.54524040222168
48,4.547999858856201
49,4.541266441345215
50,4.544450283050537
51,4.550477027893066
52,4.5450215339660645
53,4.543386459350586
54,4.538270473480225
55,4.5451273918151855
56,4.539218902587891
57,4.539280414581299
58,4.537809371948242
59,4.530884742736816
60,4.533883571624756
61,4.540226459503174
62,4.540069580078125
63,4.536506652832031
64,4.530984878540039
65,4.5356268882751465
66,4.5361528396606445
67,4.533806800842285
68,4.538415431976318
69,4.527050495147705
70,4.526391983032227
71,4.5309672355651855
72,4.527139186859131
73,4.528468608856201
74,4.530512809753418
75,4.520882606506348
76,4.52974271774292
77,4.523251056671143
78,4.518302917480469
79,4.527183532714844
80,4.521716594696045
81,4.530552864074707
82,4.522824287414551
83,4.524390697479248
84,4.526585102081299
85,4.521240711212158
86,4.516718864440918
87,4.518788814544678
88,4.517758369445801
89,4.5221381187438965
90,4.520031929016113
91,4.5137810707092285
92,4.516141414642334
93,4.525330066680908
94,4.520752906799316
95,4.520349025726318
96,4.507431507110596
97,4.521393299102783
98,4.517014980316162
99,4.51151180267334
100,4.519016742706299
101,4.511886119842529
102,4.521866798400879
103,4.51922607421875
104,4.518589019775391
105,4.514644622802734
106,4.509374141693115
107,4.515631198883057
108,4.5110063552856445
109,4.514432430267334
110,4.51566219329834
111,4.5013275146484375
112,4.51774787902832
113,4.5127458572387695
114,4.502104759216309
115,4.507587909698486
116,4.500903129577637
117,4.503361701965332
118,4.496943473815918
119,4.502833366394043
120,4.507609844207764
121,4.514061450958252
122,4.511203765869141
123,4.5106096267700195
124,4.49330472946167
125,4.508622646331787
126,4.505402088165283
127,4.507316589355469
128,4.504567623138428
129,4.511204719543457
130,4.50880765914917
131,4.499502658843994
132,4.495944499969482
133,4.508438587188721
134,4.503412246704102
135,4.506825923919678
136,4.501368999481201
137,4.496779918670654
138,4.508119583129883
139,4.496569633483887
140,4.499282360076904
141,4.510632038116455
142,4.5005598068237305
143,4.507162094116211
144,4.505868434906006
145,4.496597766876221
146,4.498044967651367
147,4.497988700866699
148,4.5023393630981445
149,4.498205184936523
150,4.505475044250488
151,4.487138748168945
152,4.496743679046631
153,4.507934093475342
154,4.5003132820129395
155,4.492120265960693
156,4.492609024047852
157,4.496556758880615
158,4.486253261566162
159,4.501283645629883
160,4.499197006225586
161,4.5025739669799805
162,4.489090442657471
163,4.508011817932129
164,4.501125812530518
165,4.496810436248779
166,4.502409934997559
167,4.498184680938721
168,4.495776176452637
169,4.4919047355651855
170,4.503155708312988
171,4.495968341827393
172,4.493215560913086
173,4.496087551116943
174,4.490309238433838
175,4.495272159576416
176,4.494900226593018
177,4.480579376220703
178,4.490777969360352
179,4.475475311279297
180,4.491237163543701
181,4.480414867401123
182,4.481659889221191
183,4.4873738288879395
184,4.48076868057251
185,4.49757719039917
186,4.479534149169922
187,4.490340232849121
188,4.495093822479248
189,4.491301536560059
190,4.48478889465332
191,4.480183124542236
192,4.479606628417969
193,4.485751628875732
194,4.481418132781982
195,4.482280731201172
196,4.482378005981445
197,4.46705961227417
198,4.485543251037598
199,4.4846954345703125
200,4.480484962463379
